,reasons.count,reasons.items,referralId,venue.categories,venue.delivery.id,venue.delivery.provider.icon.name,venue.delivery.provider.icon.prefix,venue.delivery.provider.icon.sizes,venue.delivery.provider.name,venue.delivery.url,venue.events.count,venue.events.items,venue.events.summary,venue.id,venue.location.address,venue.location.cc,venue.location.city,venue.location.country,venue.location.crossStreet,venue.location.formattedAddress,venue.location.labeledLatLngs,venue.location.lat,venue.location.lng,venue.location.neighborhood,venue.location.postalCode,venue.location.state,venue.name,venue.photos.count,venue.photos.groups,venue.venuePage.id,type
20,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-556cce76498e5e64f11e6971-20,"[{'id': '4bf58dd8d48988d149941735', 'name': 'Thai Restaurant', 'pluralName': 'Thai Restaurants', 'shortName': 'Thai', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,556cce76498e5e64f11e6971,710 Florida St,US,San Francisco,United States,at 19th St,"['710 Florida St (at 19th St)', 'San Francisco, CA 94110', 'United States']","[{'label': 'display', 'lat': 37.76019424898873, 'lng': -122.41109519769222}]",37.76019424898873,-122.41109519769222,,94110,CA,Farmhouse Kitchen,0,[],524686485,Thai Restaurant
21,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-573e8ba3cd102b8b7351f55a-21,"[{'id': '4bf58dd8d48988d150941735', 'name': 'Spanish Restaurant', 'pluralName': 'Spanish Restaurants', 'shortName': 'Spanish', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/spanish_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,573e8ba3cd102b8b7351f55a,888 Brannan St,US,San Francisco,United States,,"['888 Brannan St', 'San Francisco, CA 94103', 'United States']","[{'label': 'display', 'lat': 37.7717594988495, 'lng': -122.40488629924002}]",37.7717594988495,-122.40488629924002,,94103,CA,Bellota,0,[],,Spanish Restaurant
22,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-44646408f964a52026331fe3-22,"[{'id': '4bf58dd8d48988d157941735', 'name': 'New American Restaurant', 'pluralName': 'New American Restaurants', 'shortName': 'New American', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/newamerican_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,44646408f964a52026331fe3,560 Divisadero St,US,San Francisco,United States,at Hayes St,"['560 Divisadero St (at Hayes St)', 'San Francisco, CA 94117', 'United States']","[{'label': 'display', 'lat': 37.77497093907941, 'lng': -122.43771605106596}]",37.77497093907941,-122.43771605106596,,94117,CA,Nopa,0,[],50071951,New American Restaurant
23,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-4cd0a38e5b5ca35de6317df0-23,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,4cd0a38e5b5ca35de6317df0,490 Pacific Ave,US,San Francisco,United States,at Montgomery St,"['490 Pacific Ave (at Montgomery St)', 'San Francisco, CA 94133', 'United States']","[{'label': 'display', 'lat': 37.797345664268256, 'lng': -122.40362430843288}]",37.797345664268256,-122.40362430843288,,94133,CA,Cotogna,0,[],90910397,Italian Restaurant
24,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-3fd66200f964a520a0ec1ee3-24,"[{'id': '4bf58dd8d48988d157941735', 'name': 'New American Restaurant', 'pluralName': 'New American Restaurants', 'shortName': 'New American', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/newamerican_', 'suffix': '.png'}, 'primary': True}]",,,,,,,1.0,"[{'id': '5ce085ccd1a402002c938862', 'name': 'Cocktail (1988)', 'categories': [{'id': '4dfb90c6bd413dd705e8f897', 'name': 'Movie', 'pluralName': 'Movies', 'shortName': 'Movie', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_', 'suffix': '.png'}, 'primary': True}], 'allDay': True, 'date': 1558076400, 'timeZone': 'America/Los_Angeles', 'summary': '7:00pm', 'text': ""Tom Cruise juggles Martini shakers and ice cubes as the materialistic Brian Flanagan, a bartender who drops out of school to search for the perfect rich chick who will bankroll him into luxury. Brian meets up with bar veteran Doug Couglin (Bryan Brown) and they put together a dance-duo bar-tending act, taking five minutes to a mix a drink as they dance and toss gin bottles behind the bar to cutting-edge rock music circa 1988. The patrons, instead of demanding the booze, are dazzled by their antics and cheer them on. As a result, the bartenders become wildly popular -- in particular, Brian, who finds the bar babes falling all over each other to hop into the sack with him. As a result of their bar-tending success, they get hired to tend bar at a swanky disco, but there Brian and Doug have a falling out, and Brian takes off for Jamaica. There he meets vacationing New York City waitress Jordan Mooney (Elisabeth Shue) and the two fall in love. But then Brian meets rich New York fashion executive Bonnie (Lisa Banes) who wants to take Brian back to Manhattan with her to become her drink-mixing stud. When Jordan sees this, the love affair is put on hold. But not for long, as pangs of consciousness begin to filter through Brian's drunken haze.~ Paul Brenner, All Movie Guide"", 'images': ['https://playfoursquare.s3.amazonaws.com/events/images/cinemasource/025553h1.jpg'], 'stats': {'checkinsCount': 1, 'usersCount': 1}, 'participants': [{'participant': {'id': '4f0528be239cf72e3076efba', 'displayName': 'Cocktail (1988)', 'images': ['https://playfoursquare.s3.amazonaws.com/events/images/cinemasource/025553h1.jpg'], 'totalEvents': 0}, 'role': 'movie'}], 'genres': 'Drama, Romance', 'rating': 'R', 'runningTime': '104'}]",Cocktail (1988),3fd66200f964a520a0ec1ee3,2534 Mission St,US,San Francisco,United States,btwn 21st & 22nd St,"['2534 Mission St (btwn 21st & 22nd St)', 'San Francisco, CA 94110', 'United States']","[{'label': 'display', 'lat': 37.75648806689791, 'lng': -122.41922596316283}]",37.75648806689791,-122.41922596316283,,94110,CA,Foreign Cinema,0,[],,New American Restaurant
25,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-54c2a5e4498ee52a438800f7-25,"[{'id': '52e81612bcbc57f1066b79fe', 'name': 'Hawaiian Restaurant', 'pluralName': 'Hawaiian Restaurants', 'shortName': 'Hawaiian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,54c2a5e4498ee52a438800f7,871 Sutter St,US,San Francisco,United States,btwn Jones & Leavenworth St,"['871 Sutter St (btwn Jones & Leavenworth St)', 'San Francisco, CA 94109', 'United States']","[{'label': 'display', 'lat': 37.78833241767785, 'lng': -122.41460517290737}]",37.78833241767785,-122.41460517290737,,94109,CA,Liholiho Yacht Club,0,[],,Hawaiian Restaurant
26,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-54a8b5d1498ef8abe40ce6b3-26,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,54a8b5d1498ef8abe40ce6b3,370 14th St,US,San Francisco,United States,at Stevenson St,"['370 14th St (at Stevenson St)', 'San Francisco, CA 94103', 'United States']","[{'label': 'display', 'lat': 37.76819038843062, 'lng': -122.42162728988704}]",37.76819038843062,-122.42162728988704,,94103,CA,Shizen,0,[],,Sushi Restaurant
27,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-49f13784f964a5209f691fe3-27,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,49f13784f964a5209f691fe3,248 Church St,US,San Francisco,United States,btwn Market & 15th St,"['248 Church St (btwn Market & 15th St)', 'San Francisco, CA 94114', 'United States']","[{'label': 'display', 'lat': 37.766408, 'lng': -122.429051}]",37.766408,-122.429051,,94114,CA,Thorough Bread and Pastry,0,[],,Bakery
28,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-562405f6498e32f69e70a7a3-28,"[{'id': '4bf58dd8d48988d1cb941735', 'name': 'Food Truck', 'pluralName': 'Food Trucks', 'shortName': 'Food Truck', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/streetfood_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,562405f6498e32f69e70a7a3,,US,San Francisco,United States,,"['San Francisco, CA', 'United States']","[{'label': 'display', 'lat': 37.779570009111275, 'lng': -122.4170474497233}]",37.779570009111275,-122.4170474497233,,,CA,Señor Sisig,0,[],,Food Truck
29,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-578bb74e498e0aee36fd96db-29,"[{'id': '4bf58dd8d48988d1c5941735', 'name': 'Sandwich Place', 'pluralName': 'Sandwich Places', 'shortName': 'Sandwiches', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,578bb74e498e0aee36fd96db,3505 17th St Ste B,US,San Francisco,United States,,"['3505 17th St Ste B', 'San Francisco, CA 94110', 'United States']","[{'label': 'display', 'lat': 37.76316408709755, 'lng': -122.42429894681102}]",37.76316408709755,-122.42429894681102,,94110,CA,Turner's Kitchen,0,[],,Sandwich Place
30,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-52c8aaa411d2c75d43e29ee4-30,"[{'id': '4bf58dd8d48988d1ca941735', 'name': 'Pizza Place', 'pluralName': 'Pizza Places', 'shortName': 'Pizza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True}]",320697,/delivery_provider_grubhub_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",grubhub,https://www.grubhub.com/restaurant/pizzahacker-3299-mission-st-san-francisco/320697?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=320697,,,,52c8aaa411d2c75d43e29ee4,3299 Mission St,US,San Francisco,United States,at 29th St,"['3299 Mission St (at 29th St)', 'San Francisco, CA 94110', 'United States']","[{'label': 'display', 'lat': 37.744044, 'lng': -122.420814}]",37.744044,-122.420814,,94110,CA,PizzaHacker,0,[],,Pizza Place
31,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-49a2545cf964a52094521fe3-31,"[{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,49a2545cf964a52094521fe3,1199 Valencia St,US,San Francisco,United States,at 23rd St,"['1199 Valencia St (at 23rd St)', 'San Francisco, CA 94110', 'United States']","[{'label': 'display', 'lat': 37.753741162982145, 'lng': -122.42079946268724}]",37.753741162982145,-122.42079946268724,,94110,CA,Beretta,0,[],52314075,Italian Restaurant
32,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-44ff5a91f964a520a5381fe3-32,"[{'id': '4bf58dd8d48988d1c1941735', 'name': 'Mexican Restaurant', 'pluralName': 'Mexican Restaurants', 'shortName': 'Mexican', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,44ff5a91f964a520a5381fe3,2779 Mission St,US,San Francisco,United States,at 24th St,"['2779 Mission St (at 24th St)', 'San Francisco, CA 94110', 'United States']","[{'label': 'display', 'lat': 37.752560532093284, 'lng': -122.41842601162777}]",37.752560532093284,-122.41842601162777,,94110,CA,Taqueria El Farolito,0,[],,Mexican Restaurant
33,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-49b094fdf964a520c8521fe3-33,"[{'id': '4bf58dd8d48988d143941735', 'name': 'Breakfast Spot', 'pluralName': 'Breakfast Spots', 'shortName': 'Breakfast', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,49b094fdf964a520c8521fe3,941 Cole St,US,San Francisco,United States,btwn Parnassus Ave & Carl St,"['941 Cole St (btwn Parnassus Ave & Carl St)', 'San Francisco, CA 94117', 'United States']","[{'label': 'display', 'lat': 37.765281744910254, 'lng': -122.44991947702094}]",37.765281744910254,-122.44991947702094,,94117,CA,Zazie,0,[],51195475,Breakfast Spot
34,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-4b0a2fe5f964a520492223e3-34,"[{'id': '4bf58dd8d48988d142941735', 'name': 'Asian Restaurant', 'pluralName': 'Asian Restaurants', 'shortName': 'Asian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,4b0a2fe5f964a520492223e3,1230 Grant Ave,US,San Francisco,United States,at Columbus Ave,"['1230 Grant Ave (at Columbus Ave)', 'San Francisco, CA 94133', 'United States']","[{'label': 'display', 'lat': 37.79843404606063, 'lng': -122.40718731925823}]",37.79843404606063,-122.40718731925823,,94133,CA,The House,0,[],90617233,Asian Restaurant
35,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-4a579b5ef964a52074b61fe3-35,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",559522,/delivery_provider_grubhub_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",grubhub,https://www.grubhub.com/restaurant/la-boulangerie-de-san-francisco-2325-pine-st-san-francisco/559522?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=559522,,,,4a579b5ef964a52074b61fe3,2325 Pine St,US,San Francisco,United States,at Fillmore,"['2325 Pine St (at Fillmore)', 'San Francisco, CA 94115', 'United States']","[{'label': 'display', 'lat': 37.78789193827142, 'lng': -122.43398536164692}]",37.78789193827142,-122.43398536164692,,94115,CA,"La Boulangerie de San Francisco, Pine",0,[],90473567,Bakery
36,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-511ab11fe4b078c672896eab-36,"[{'id': '4bf58dd8d48988d1c1941735', 'name': 'Mexican Restaurant', 'pluralName': 'Mexican Restaurants', 'shortName': 'Mexican', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mexican_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,511ab11fe4b078c672896eab,475 3rd St,US,San Francisco,United States,at Bryant St,"['475 3rd St (at Bryant St)', 'San Francisco, CA 94107', 'United States']","[{'label': 'display', 'lat': 37.78174497823888, 'lng': -122.396150865862}]",37.78174497823888,-122.396150865862,,94107,CA,Garaje,0,[],89858994,Mexican Restaurant
37,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-40df5f80f964a52096011fe3-37,"[{'id': '4bf58dd8d48988d1ca941735', 'name': 'Pizza Place', 'pluralName': 'Pizza Places', 'shortName': 'Pizza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,40df5f80f964a52096011fe3,211 23rd Ave,US,San Francisco,United States,at California St,"['211 23rd Ave (at California St)', 'San Francisco, CA 94121', 'United States']","[{'label': 'display', 'lat': 37.78369393632517, 'lng': -122.48287900326157}]",37.78369393632517,-122.48287900326157,,94121,CA,Pizzetta 211,0,[],,Pizza Place
38,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-53fb8a0f498e6491055ac177-38,"[{'id': '4bf58dd8d48988d14a941735', 'name': 'Vietnamese Restaurant', 'pluralName': 'Vietnamese Restaurants', 'shortName': 'Vietnamese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vietnamese_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,53fb8a0f498e6491055ac177,555 Folsom St,US,San Francisco,United States,at Essex St,"['555 Folsom St (at Essex St)', 'San Francisco, CA 94105', 'United States']","[{'label': 'display', 'lat': 37.78646245051328, 'lng': -122.39550510091534}]",37.78646245051328,-122.39550510091534,,94105,CA,dragoneats,0,[],,Vietnamese Restaurant
39,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-5036e1e4e4b0c173555542aa-39,"[{'id': '4bf58dd8d48988d16c941735', 'name': 'Burger Joint', 'pluralName': 'Burger Joints', 'shortName': 'Burgers', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,5036e1e4e4b0c173555542aa,1923 Fillmore St,US,San Francisco,United States,btwn Bush & Pine St,"['1923 Fillmore St (btwn Bush & Pine St)', 'San Francisco, CA 94115', 'United States']","[{'label': 'display', 'lat': 37.787686, 'lng': -122.433753}]",37.787686,-122.433753,,94115,CA,Roam Artisan Burgers,0,[],91960251,Burger Joint
40,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-49fdbacbf964a520236f1fe3-40,"[{'id': '4bf58dd8d48988d1ca941735', 'name': 'Pizza Place', 'pluralName': 'Pizza Places', 'shortName': 'Pizza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,49fdbacbf964a520236f1fe3,2406 California St,US,San Francisco,United States,at Fillmore St,"['2406 California St (at Fillmore St)', 'San Francisco, CA 94115', 'United States']","[{'label': 'display', 'lat': 37.7889177627653, 'lng': -122.43430656653575}]",37.7889177627653,-122.43430656653575,,94115,CA,Pizzeria Delfina,0,[],53625249,Pizza Place
41,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-443fddaff964a52039321fe3-41,"[{'id': '4bf58dd8d48988d10a941735', 'name': 'Ethiopian Restaurant', 'pluralName': 'Ethiopian Restaurants', 'shortName': 'Ethiopian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ethiopian_', 'suffix': '.png'}, 'primary': True}]",562657,/delivery_provider_grubhub_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",grubhub,https://www.grubhub.com/restaurant/new-eritrea-restaurant--bar-907-irving-st-san-francisco/562657?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=562657,,,,443fddaff964a52039321fe3,907 Irving St,US,San Francisco,United States,btwn 10th & 11th Ave,"['907 Irving St (btwn 10th & 11th Ave)', 'San Francisco, CA 94122', 'United States']","[{'label': 'display', 'lat': 37.76393818133379, 'lng': -122.46766258023246}]",37.76393818133379,-122.46766258023246,Inner Sunset,94122,CA,New Eritrea Restaurant & Bar,0,[],,Ethiopian Restaurant
42,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-56e36821498efa4a86f73408-42,"[{'id': '5bae9231bedf3950379f89d4', 'name': 'Poke Place', 'pluralName': 'Poke Places', 'shortName': 'Poke Place', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",326195,/delivery_provider_grubhub_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",grubhub,https://www.grubhub.com/restaurant/poki-time-549-irving-st-san-francisco/326195?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=326195,,,,56e36821498efa4a86f73408,549 Irving St,US,San Francisco,United States,at 7th Ave,"['549 Irving St (at 7th Ave)', 'San Francisco, CA', 'United States']","[{'label': 'display', 'lat': 37.764130064009855, 'lng': -122.46399468416989}]",37.764130064009855,-122.46399468416989,,,CA,Poki Time,0,[],,Poke Place
43,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-44cf44a2f964a52020361fe3-43,"[{'id': '4bf58dd8d48988d148941735', 'name': 'Donut Shop', 'pluralName': 'Donut Shops', 'shortName': 'Donuts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/donuts_', 'suffix': '.png'}, 'primary': True}]",1119222,/delivery_provider_grubhub_20180129.png,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",grubhub,https://www.grubhub.com/restaurant/bobs-donuts-and-pastries-1621-polk-st-san-francisco/1119222?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=1119222,,,,44cf44a2f964a52020361fe3,1621 Polk St,US,San Francisco,United States,btwn Clay & Sacramento St,"['1621 Polk St (btwn Clay & Sacramento St)', 'San Francisco, CA 94109', 'United States']","[{'label': 'display', 'lat': 37.791797, 'lng': -122.421085}]",37.791797,-122.421085,,94109,CA,Bob's Donuts,0,[],59524354,Donut Shop
44,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-42cc7080f964a520e7251fe3-44,"[{'id': '56aa371be4b08b9a8d573568', 'name': 'Burmese Restaurant', 'pluralName': 'Burmese Restaurants', 'shortName': 'Burmese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,42cc7080f964a520e7251fe3,309 Clement St,US,San Francisco,United States,btwn 4th & 5th Ave,"['309 Clement St (btwn 4th & 5th Ave)', 'San Francisco, CA 94118', 'United States']","[{'label': 'display', 'lat': 37.783010541941735, 'lng': -122.46258587108765}]",37.783010541941735,-122.46258587108765,,94118,CA,Burma Superstar,0,[],95715367,Burmese Restaurant
45,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-537d1a96498e08214a87bded-45,"[{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,537d1a96498e08214a87bded,584 Washington St,US,San Francisco,United States,at Hotaling Pl & Columbus Ave,"['584 Washington St (at Hotaling Pl & Columbus Ave)', 'San Francisco, CA 94111', 'United States']","[{'label': 'display', 'lat': 37.795498406823384, 'lng': -122.4029523282336}]",37.795498406823384,-122.4029523282336,,94111,CA,Kusakabe,0,[],,Sushi Restaurant
46,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-432a0b00f964a520de271fe3-46,"[{'id': '4bf58dd8d48988d1ce941735', 'name': 'Seafood Restaurant', 'pluralName': 'Seafood Restaurants', 'shortName': 'Seafood', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,432a0b00f964a520de271fe3,579 Castro St,US,San Francisco,United States,btwn 18th & 19th St,"['579 Castro St (btwn 18th & 19th St)', 'San Francisco, CA 94114', 'United States']","[{'label': 'display', 'lat': 37.75970781524432, 'lng': -122.43491032498481}]",37.75970781524432,-122.43491032498481,,94114,CA,Anchor Oyster Bar,0,[],104886265,Seafood Restaurant
47,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-4ad6765ef964a5204c0721e3-47,"[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,4ad6765ef964a5204c0721e3,521 Clement St,US,San Francisco,United States,at 6th Ave,"['521 Clement St (at 6th Ave)', 'San Francisco, CA 94118', 'United States']","[{'label': 'display', 'lat': 37.782891728277455, 'lng': -122.46491828408284}]",37.782891728277455,-122.46491828408284,,94118,CA,Schubert’s Bakery,0,[],526305602,Bakery
48,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-512831dae4b058a839d3cdac-48,"[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,512831dae4b058a839d3cdac,937 Taraval St,US,San Francisco,United States,at 20th Ave,"['937 Taraval St (at 20th Ave)', 'San Francisco, CA 94116', 'United States']","[{'label': 'display', 'lat': 37.742856414095435, 'lng': -122.47618407011034}]",37.742856414095435,-122.47618407011034,,94116,CA,House of Pancakes,0,[],,Chinese Restaurant
49,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-52eb109611d2f169d2d80599-49,"[{'id': '4bf58dd8d48988d1be941735', 'name': 'Latin American Restaurant', 'pluralName': 'Latin American Restaurants', 'shortName': 'Latin American', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/latinamerican_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,52eb109611d2f169d2d80599,974 Valencia St,US,San Francisco,United States,,"['974 Valencia St', 'San Francisco, CA 94110', 'United States']","[{'label': 'display', 'lat': 37.757301, 'lng': -122.421307}]",37.757301,-122.421307,,94110,CA,Loló,0,[],,Latin American Restaurant
50,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",e-3-5746063b498e3939498157c9-50,"[{'id': '4bf58dd8d48988d1c0941735', 'name': 'Mediterranean Restaurant', 'pluralName': 'Mediterranean Restaurants', 'shortName': 'Mediterranean', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mediterranean_', 'suffix': '.png'}, 'primary': True}]",,,,,,,,,,5746063b498e3939498157c9,329 Kearny St,US,San Francisco,United States,Bush,"['329 Kearny St (Bush)', 'San Francisco, CA 94108', 'United States']","[{'label': 'display', 'lat': 37.791185, 'lng': -122.404219}]",37.791185,-122.404219,,94108,CA,Sababa,0,[],,Mediterranean Restaurant
