,name,id,category,address,lat,lng,city,state,rating,price_tier,serves,bucket,big_bucket,image_url,like_counts
4084,Sissy's Uptown Cafe,4b527dc0f964a520ab7f27e3,'american restaurant',112 S I St,34.63831087,-120.4588394,Lompoc,CA,8.5,2,Brunch & Lunch,3,1,https://fastly.4sqi.net/img/general/300x500/129445669_iHIXw3Pjpyg_QvUtISuefZ7tQDtekEcnNGTjjPk5mNw.jpg,11
4085,Pizza Garden,4cf17376e9425481136a6ac5,'pizza place',1017 N H St,34.65496576,-120.45905020000001,Lompoc,CA,7.8,1,,5,1,https://fastly.4sqi.net/img/general/300x500/11077916_InjQ8F17tVfB67sWpRP-G57dmtD7lyGa4EWPUXN5IW0.jpg,7
4086,American Host Catering,4bb22f3b42959c74367a202c,'american restaurant',113 N I St #D,34.63974721,-120.4595294,Lompoc,CA,8.2,2,,3,1,https://fastly.4sqi.net/img/general/300x500/91OFc9HY9riyeOUZRgTQuRxCkgNT2uo0QXYya0CvaoQ.jpg,26
4087,Tom's Burger,4bce06fafb84c9b6d10f233e,'burger joint',115 E College Ave #13,34.64775085,-120.45696129999999,Lompoc,CA,7.9,1,,0,1,https://fastly.4sqi.net/img/general/300x500/32966464_1EWGqXYmN4QbnYtoq9RWHD5pXeujKVPvbapFJFyvJqM.jpg,12
4088,Suvans Kitchen,4e6810f318385016289a84fe,'thai restaurant',129 W Central Ave,34.66111864,-120.4587831,Lompoc,CA,7.6,2,,9,1,https://fastly.4sqi.net/img/general/300x500/yF88bwzNDHPZjL6xl_N61CTweXNPtNCs4VgIe4cZ1Rw.jpg,9
4089,Eddie's Grill,534c4560498e3c6f50fdbc56,'burger joint',1325 N H St,34.6600209,-120.4582291,Lompoc,CA,7.5,1,"Dinner, Lunch & more",0,1,https://fastly.4sqi.net/img/general/300x500/26917469_EFbxsQDIBf2e5aCe4tAeudwj9OoMM8Eebz4utqHTB24.jpg,17
4090,South Side Cafe,4bddd0116198c9b6a7c711ff,'café',105 S H St,34.6387654,-120.4580172,Lompoc,CA,7.9,1,,1,1,https://fastly.4sqi.net/img/general/300x500/3196730_p7FcEH26G8f62AoPZ43R6o7wGFpwaGPTCUnRXNMFx3o.jpg,17
4091,Umami-ya Sushi,5191b4cb498e4440595543af,'sushi restaurant',697 N H St,34.6484319,-120.45910759999998,Lompoc,CA,7.7,2,Happy Hour,9,1,https://fastly.4sqi.net/img/general/300x500/1592865_1dG4jruU83QdPhH6vm1TMHDn-yeBpuOZJaiNv6XVzhk.jpg,18
4092,SUBWAY,4da7ac87fa8c4175d0a80535,'sandwich place',3734 Constellation Rd,34.700624499999996,-120.4681406,Lompoc,CA,6.9,1,,0,1,https://fastly.4sqi.net/img/general/300x500/wpkF_dPszmB8Rm5mniEUI-geqHsgu1ITvqmNXBFszOs.jpg,4
4093,Alfie's Fish & Chips,4b8d7aeaf964a5203bfe32e3,'seafood restaurant',1036 N H St,34.65476186,-120.4572969,Lompoc,CA,7.5,2,,3,1,https://fastly.4sqi.net/img/general/300x500/62438873_8BXkfmDMSPTjFMhMNIjYD0yAP2Vsllf5UGGn1DV2d5E.jpg,11
4094,Chipotle Mexican Grill,5848c64888cfcc6b259dbdb0,'mexican restaurant',na,34.662042,-120.458219,Lompoc,CA,7.4,1,,4,1,,2
4095,Cajun Kitchen,4c27b3a6fe6e2d7f3524523c,'american restaurant',1508 N H St,34.66255842,-120.45725420000001,Lompoc,CA,7.3,1,"Lunch, Brunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/43039520_W0NP1UBZPXmAiNo-h60HmQdiG1VNdQvJun5zAeScvOw.jpg,13
4096,Herb Home Thai Restaurant,4e6fa0f57d8bbeefd9f3c8b8,'thai restaurant',H St,34.64491588,-120.45760159999999,Lompoc,CA,7.2,2,,9,1,https://fastly.4sqi.net/img/general/300x500/72839201_iqBTbrhBiHyCRTKITFTGDWgztCMa5XrrPAh03skU7j0.jpg,6
4097,Solvang Brewing Co. Hoptions Taproom & Eatery,58aa2647a19e904f9fb33ec0,'gastropub',234 N H St,34.64201057,-120.45748119999999,Lompoc,CA,7.2,3,Dinner,2,1,https://fastly.4sqi.net/img/general/300x500/9259_g7ZWEEO2A7rzAvFLP799-EbFo3s8YnUJcJkMkZ-bUg4.jpg,7
4098,Applebee's Grill + Bar,524a18d9498ee704bc9b7a18,'american restaurant',621 W Central Ave,34.66108252,-120.4640638,Lompoc,CA,6.9,2,"Dinner, Lunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/84319059_eRiUtq1xA1bOrghCz50NG5TIkS1EtcOrVMRTZZMRaD4.jpg,18
4099,Domino's Pizza,4d2cfc8f88e23704e78b35c7,'pizza place',3734 Constellation Rd Ste G,34.70095316,-120.46832260000001,Lompoc,CA,6.4,1,,5,1,https://fastly.4sqi.net/img/general/300x500/87388367_3pwaHMrlzeC1Ay2nkrCWmlN0OGhzSyOHlZnvCPMy-gQ.jpg,1
4100,SUBWAY,4ce4478ee1dba35d69367b88,'sandwich place',721 W Central Ave,34.66009158,-120.4677235,Lompoc,CA,6.7,1,,0,1,https://fastly.4sqi.net/img/general/300x500/43711141_ARlJsY-FPU28fAWYQm3_iUlqqCJMJjtBO6hV0QFk0K4.jpg,4
4101,Subway,5a6e80d259c4232ee70368c2,'sandwich place',na,34.735956,-120.53822199999999,Lompoc,CA,6.6,1,,0,1,,0
4102,Mi Amore Pizza & Pasta,4c2ea33416adc9284d53bc9c,'pizza place',1321 N H St,34.66048431,-120.45916340000001,Lompoc,CA,6.7,1,"Dinner, Lunch & more",5,1,https://fastly.4sqi.net/img/general/300x500/XX1ZCARPGKBK2TDPO5CJR2XUM2GCPXOVI0ADQ1R01K1C2IQM.jpg,8
4103,Pizza Hut,58ea9354bbec660f96ed497d,'pizza place',625 W Central Ave Ste A,34.66256385,-120.46392920000001,Lompoc,CA,6.6,1,,5,1,https://fastly.4sqi.net/img/general/300x500/87388367_9xHG8IH_PqkMedfdSpwx90kWXfBNMJb82S-e7NF0ka4.png,2
4104,McDonald's,4b60f1e6f964a520c5022ae3,'fast food restaurant',835 N H St,34.65150599,-120.458475,Lompoc,CA,6.7,1,"Dinner, Breakfast & more",0,1,https://fastly.4sqi.net/img/general/300x500/37850793_X_vPgAURDvo3L_XLjLRJqVtni79En6janIJOH7immII.jpg,10
4105,Sushi Teri,4bf49abdff90c9b66e835528,'sushi restaurant',116 N I St,34.63920112,-120.45990729999998,Lompoc,CA,6.8,2,,9,1,https://fastly.4sqi.net/img/general/300x500/43711141_o45rKT31BIKa9I6VfNtWbseOQrD7Tia-izEn5nD4Az4.jpg,5
4106,Breakers Dining Facility,4cbdeadfc7228cfad5e72cce,'american restaurant',Oregon Ave,34.74297839,-120.5380632,Vandenberg Air Force Base,CA,6.5,2,"Dinner, Breakfast & more",3,1,https://fastly.4sqi.net/img/general/300x500/25305619_OFArv8LyLNrx5GFdM6LYubuV8kSM4S6VxyHSrmD3I4E.jpg,7
4107,subway,55c3ba6b498eba36fac42234,'sandwich place',na,34.638206,-120.472347,Lompoc,CA,6.7,1,,0,1,,2
4108,SUBWAY,4ba27d9af964a520d4fd37e3,'sandwich place',616 E Ocean Ave,34.63869393,-120.4506647,Lompoc,CA,6.7,1,,0,1,https://fastly.4sqi.net/img/general/300x500/37850793_tuu-mtXCg07espuFhA15gObXyg9Su93D6UDU687gX64.jpg,0
4109,El Toro Bronco,4d9fb5ae5970b1f77f704a1e,'mexican restaurant',1008 N H St,34.65415569,-120.4575361,Lompoc,CA,6.5,2,,4,1,https://fastly.4sqi.net/img/general/300x500/VlG-2LCLueLkqzQpdoyVKMgP0t6V88VAJefog3Uly5o.jpg,11
4110,Village Burgers,50bad2fd498e775085607e8f,'burger joint',3787 Constellation Rd,34.70164754,-120.46543059999999,Lompoc,CA,6.1,1,,0,1,https://fastly.4sqi.net/img/general/300x500/44887530_aCd6rC0Wi2xITo24sQv2M72fmXWiHgpy7qoXjychBYI.jpg,6
4111,La Botte,4bef66a7c80dc9289bf227e3,'italian restaurant',812 N H St,34.65081753,-120.4575498,Lompoc,CA,6.4,2,,7,1,https://fastly.4sqi.net/img/general/300x500/12462828_-HMGaK86OEB-RqH-OFIrR47FQkIKiBZr8oPj6n927S0.jpg,9
4112,Domino's Pizza,4d41f03caed776eb824a6997,'pizza place',700 N H St Ste C,34.64943175,-120.45728000000001,Lompoc,CA,6.4,1,,5,1,https://fastly.4sqi.net/img/general/300x500/37850793_70-Ul-V5ZBkUvcFt363ej85bxBwwb8zj8G5tXPvooWY.jpg,0
4113,SUBWAY,4b60f37bf964a52032032ae3,'sandwich place',1133 N H St,34.65639296,-120.4584152,Lompoc,CA,6.3,1,,0,1,https://fastly.4sqi.net/img/general/300x500/37850793_aFuvxrZFXxcPPsJzeHha6OzcR5jVY-upNSOE8kpGd9I.jpg,1
4114,Taco Bell,4e4e2801bd4101d0d7a38bbd,'fast food restaurant',1548 N H St,34.66310578,-120.4574068,Lompoc,CA,6.2,1,"Dinner, Lunch & more",0,1,https://fastly.4sqi.net/img/general/300x500/37850793_VTnr9wv-jP1k0QpyYlRnLcTeH2WJ2yGTpiJ_MQDfXho.jpg,5
4115,Round Table Pizza,4c6448c1d6a320a1b2afcf2a,'pizza place',721 W Central Ave,34.66116793,-120.46575559999998,Lompoc,CA,6.2,1,,5,1,https://fastly.4sqi.net/img/general/300x500/40449227_5pjqhSNo0R0JFliMYCSwJ1G3IvwqQHlpoUdaVZ-eQxg.jpg,2
4116,KFC,4f43a92f19834bc91f5818c8,'fried chicken joint',1401 N H St,34.66108235,-120.45798219999999,Lompoc,CA,6.0,1,,0,1,https://fastly.4sqi.net/img/general/300x500/24148358_eDhseh7LJx9DEef9cpCjsWaOqMRg19o7Kk6dkjotMQU.jpg,1
4117,KFC,4bae70f6f964a520d5b23be3,'fast food restaurant',1401 N H St,34.66128334,-120.4578637,Lompoc,CA,6.0,1,,0,1,https://fastly.4sqi.net/img/general/300x500/26895086_H3ZqpiQ6Hmdwko0zG7q0guzlvhDCTBkqywESsJKXCTY.jpg,1
4118,Orcutt Burgers,5caaa358971317002d0294e0,'burger joint',na,34.701628,-120.465502,Lompoc,CA,,1,,0,1,,0
4119,Burger King,4cd9a2b05e1b721ec75240d9,'fast food restaurant',747 Nebraska Ave,34.736234,-120.53588500000001,Lompoc,CA,5.8,1,,0,1,https://fastly.4sqi.net/img/general/300x500/87388367_kGvAwSK1Ffs0WEZVu-sUnz0oSH6t7MktFXZlY46OlSg.png,1
4120,Panda Express,4bfb1c41bbb7c92867c00743,'chinese restaurant',1405 N H St,34.66144731,-120.45800430000001,Lompoc,CA,5.8,1,"Dinner, Lunch & more",9,1,https://fastly.4sqi.net/img/general/300x500/N344MUKKLBO1FEE0P3AWQVNZT4OBWBVLKGUHK0M0H5BW0XHH.jpg,6
4121,Ellery Room Sports Bar and Grill & Sage Restaurant,5797192d498e4f6d7590ae79,'restaurant',4300 Club House Rd,34.7125227,-120.4558825,Lompoc,CA,,2,,,3,,0
4122,Taco Bell,4f32300319836c91c7bebfff,'fast food restaurant',426 N H St,34.644887,-120.457408,Lompoc,CA,5.9,1,,0,1,,0
4123,Burger King,4bf43915ff90c9b67cfd5428,'fast food restaurant',1153 N H St,34.65694237,-120.45798,Lompoc,CA,5.8,1,"Dinner, Breakfast & more",0,1,https://fastly.4sqi.net/img/general/300x500/37850793_RZZQR7RNRI3YEQ5_Q6MenrApCP91qnPLeTMdlIggGBs.jpg,5
4124,Little Caesars Pizza,4a7b773cf964a5201feb1fe3,'pizza place',1133 N. H Street Flower Valley Plaza,34.65628062,-120.4583236,Lompoc,CA,5.8,1,,5,1,https://fastly.4sqi.net/img/general/300x500/37850793_NxepZX5aShY5-NN4rAHhnW_w8djTys4YX0gTzLyMRUs.jpg,0
4125,Taco Roco,4bbbe7b42d9ea5930f19a0ce,'mexican restaurant',433 N H St,34.65689371,-120.4574507,Lompoc,CA,5.7,2,,4,1,https://fastly.4sqi.net/img/general/300x500/37850793_nq73qyNmCh8iQGpLKZCtUo_kjfoYmNXoG39YIZ0Mb20.jpg,4
4126,Jack in the Box,4bb24e6e42959c7412a8202c,'fast food restaurant',539 N H St,34.64670226,-120.45809270000001,Lompoc,CA,5.8,1,"Dinner, Lunch & more",0,1,https://fastly.4sqi.net/img/general/300x500/37850793_qf7jBG_G555BFUXu50S0Xqco4szTS6NY9pnUfMgqJLI.jpg,4
4127,Giant Manhattan Pizza,52db34d111d2b1e98ffda545,'pizza place',1412 Burton Mesa Blvd,34.691225,-120.436631,Lompoc,CA,,1,,5,1,,1
4128,Pacific Coast Club,4d0cfcc4eea9b60c93c35b3f,'american restaurant',na,34.7392944,-120.53711200000001,Vandenberg Air Force Base,CA,,2,,3,1,https://fastly.4sqi.net/img/general/300x500/25305619_ed_S8T-E2WFuQhpHiXUevlgCrAys14_T9OKmgW5rbpI.jpg,1
4129,Catering By Lori Cordova,4f328cf019836c91c7e2c755,'food',1438 Burton Mesa Blvd,34.691125,-120.434349,Lompoc,CA,,na,,,3,,0
4130,Nikka Seafood Enterprise,54dd124d498ecf2e80001b26,'seafood restaurant',na,34.65116216,-120.4579649,Lompoc,CA,5.7,3,,3,1,,7
4131,McDonald's,4d9a392199c35481a5def89a,'fast food restaurant',na,34.66008763,-120.4677625,na,California,,1,,0,1,https://fastly.4sqi.net/img/general/300x500/43711141_q5sOvV50dpDFtncsOUVqNT2xtxSLgj_C6b-C5-DvTdo.jpg,0
4132,Taco Loco #6,511fd0f1e4b0a73235b1cf71,'mexican restaurant',na,34.6611639,-120.4584993,Lompoc,CA,,1,,4,1,https://fastly.4sqi.net/img/general/300x500/37850793_n7lsw4LykO7Z9EVDZGg0noR0KD04E2ZPN8ibbPdjwsQ.jpg,3
4133,Tacos El Tizon,4d112386437c236ad4228d7d,'taco place',na,34.65675922,-120.45844840000002,na,California,,1,,4,1,https://fastly.4sqi.net/img/general/300x500/147312842_4lYNkvaCKRpBcAM2WAu9YWYKQziGwdX1qAiQyr0VCNo.jpg,4
4134,Carl's Jr.,4c2a82ca57a9c9b6279ef467,'fast food restaurant',625 N H St,34.64801352,-120.45815990000001,Lompoc,CA,5.6,1,"Dinner, Lunch & more",0,1,https://fastly.4sqi.net/img/general/300x500/37850793_rU9MEB4a2pb3HLws3ENhT3G767sOjwYoYc8xqvdh2zk.jpg,3
4135,Lompoc Restaurant,4ba64cb6f964a520ca4339e3,'american restaurant',H Street,34.652640000000005,-120.457982,Lompoc,CA,,2,,3,1,https://fastly.4sqi.net/img/general/300x500/9821804_ZKYTrBd4WG67SI0ghXuXQEwA22C6_I3jhTbUim1iBX4.jpg,2
4136,Ruby Farms Fruit Stand,517ae49d498ea18ae8f23b2b,'snack place',na,34.663836200000006,-120.4210413,na,California,,1,,1,1,https://fastly.4sqi.net/img/general/300x500/22579980_AHQH4qEcX-zvLwEm_XMl0NNZKolWTRAxoDbOSqCoZj8.jpg,0
4137,Cafe San Martin,4b36d252f964a520043d25e3,'mexican restaurant',112 N A St,34.63954055,-120.44849609999999,Lompoc,CA,5.3,1,,4,1,https://fastly.4sqi.net/img/general/300x500/EFO12MEUE1GEIZDXCWUJO2SOOPLY1BENZBB2YC5YCP2B1TFY.jpg,4
4138,Gorilla Barbecue,4a60da12f964a5204bc11fe3,'bbq joint',2145 Cabrillo Hwy,37.61318453,-122.4877568,Pacifica,CA,8.1,2,Lunch & Dinner,3,1,https://fastly.4sqi.net/img/general/300x500/YTT-nmKqvUf1DX7UnZrnAMi7tUNQNZ8f5vHD9x56J0I.jpg,130
4139,Nick's Seafood Restaurant,436e9900f964a520e8291fe3,'seafood restaurant',100 Rockaway Beach Ave,37.60956197,-122.4968611,Pacifica,CA,8.2,2,"Dinner, Lunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/23987629_SfQ7PSSh5Dsx2BTVB5UZTXCtrQ7jT5ZZZslYQ80Qlqk.jpg,118
4140,Breakers,53235a73498e34ea15c08b63,'breakfast spot',145 Rockaway Beach Ave,37.60969701,-122.49656850000001,Pacifica,CA,7.8,1,"Lunch, Brunch & more",0,1,https://fastly.4sqi.net/img/general/300x500/362003_etEJBYk6ECC3fSrFoyrTc8IXa3Rp2Q9FVEYY0xtK-ks.jpg,48
4141,Puerto 27,51649c34e4b01054c1def7cb,'peruvian restaurant',525 Crespi Dr,37.5996015,-122.49957509999999,Pacifica,CA,8.1,2,"Dessert, Brunch & more",4,1,https://fastly.4sqi.net/img/general/300x500/92132930_p9fqtrIQd7Gykhe30SuIRcxch5zguhitDRN2O16Y08k.jpg,129
4142,Dinosaurs 3,51a4f7978bbd7e0f5457bc75,'sandwich place',50 Eureka Sq,37.63413547,-122.48897140000001,Pacifica,CA,8.0,1,Lunch & Dinner,0,1,https://fastly.4sqi.net/img/general/300x500/3969277_VIWntdY7Z_W0yPbQ5SxOTa4qQNEDfJCOxBY46lJBrNc.jpg,42
4143,Bunny,55904ee9498e94f90b59fdef,'sandwich place',1715 Palmetto Ave Ste A,37.63550352,-122.49185459999998,Pacifica,CA,8.1,1,,0,1,https://fastly.4sqi.net/img/general/300x500/13214_zsXMWuN6c8330w1zoHSYs_I88TZ_tZocBaUaPu9zZAo.jpg,12
4144,Go Sushi Japanese Restaurant,4b8c7e8df964a520a4d332e3,'sushi restaurant',190 Eureka Sq,37.63314106,-122.48798490000001,Pacifica,CA,7.9,2,"Happy Hour, Dinner & more",9,1,https://fastly.4sqi.net/img/general/300x500/22807274_2FK-h8oqVl2905Ph7bkSSI3j7TP-Btf6JTqd22RH3Tg.jpg,26
4145,Cafe Pacifica,4a995aaaf964a520ea2d20e3,'café',1821 Palmetto Ave,37.63490768,-122.491868,Pacifica,CA,8.1,1,"Lunch, Brunch & more",1,1,https://fastly.4sqi.net/img/general/300x500/456184551_BcMPXXyftL-zYSCYBpx6qPQA6_b_rydo-vrp2etjuEY.jpg,21
4146,Devil's Slide Taproom,5435e25e498e1891c558b04f,'gastropub',5560 Hwy 1 Unit 1,37.59431405,-122.5068078,Pacifica,CA,8.1,3,"Happy Hour, Brunch & more",2,1,https://fastly.4sqi.net/img/general/300x500/47112697_fkNJ1vdcPpT5qR-DMoYsVbXhyFg4BfN9Oi1o_KQE5qA.jpg,82
4147,Moonraker Restaurant,4ee17a610e01e3534fbec3d9,'seafood restaurant',105 Rockaway Beach Ave,37.60982315,-122.49681399999999,Pacifica,CA,7.4,3,"Dinner, Lunch & more",3,1,https://fastly.4sqi.net/img/general/300x500/36468_joDMsEJ1DAYsn_p5PuvDvioYK0DWQ_eb2sOpaTDQ7xg.jpg,61
4148,El Grano De Oro,4ae60bc1f964a52052a421e3,'mexican restaurant',1710 Francisco Blvd,37.63588793,-122.49034309999999,Pacifica,CA,7.8,1,,4,1,https://fastly.4sqi.net/img/general/300x500/22807274_zldShKiODTgWhA7gff161wuMrtukX8e_gkUfuAAV8qE.jpg,19
4149,La Playa,4becc6e7d5510f47a109cd6c,'mexican restaurant',5460 Coast Hwy,37.59481787,-122.50634579999999,Pacifica,CA,8.0,2,"Happy Hour, Brunch & more",4,1,https://fastly.4sqi.net/img/general/300x500/13282563_UaXJDg78NCDOluFlecaZEySiJXhfWH1HWGIeMsQ1GQU.jpg,13
4150,El Toro Loco,4bf847475efe2d7f347d6a34,'peruvian restaurant',1624 Francisco Blvd,37.63625669,-122.4903437,Pacifica,CA,7.7,1,"Dinner, Lunch & more",4,1,https://fastly.4sqi.net/img/general/300x500/J-WcGGBqdStwvGhiB2dExe4mp-_qsT0weqofUyW9QF0.jpg,35
4151,Beach Monkey Café,505f57b819a97d2e311c99ff,'café',986 Linda Mar Blvd,37.58868933,-122.49431070000001,Pacifica,CA,7.8,2,"Happy Hour, Dinner & more",1,1,https://fastly.4sqi.net/img/general/300x500/4046010_mOC9reeH5Tfh7YuoFIIHWI0jSZaQq_AIdwutzSNjM28.jpg,33
4152,Starbread,4c741854604a370470077f49,'bakery',2211 Gellert Blvd,37.64955947,-122.4533951,South San Francisco,CA,8.8,1,"Lunch, Brunch & more",1,1,https://fastly.4sqi.net/img/general/300x500/2906074_64GOPDtND8CBSOWRal9iouF4L40fFpjTOTAHFjpMQ2M.jpg,57
4153,Mazzetti's Bakery,4b637392f964a520d87a2ae3,'bakery',101 Manor Dr,37.64942978,-122.4904175,Pacifica,CA,8.0,1,,1,1,https://fastly.4sqi.net/img/general/300x500/33519915_ukaaEfazVHumbPdvYDeCo6RFv87ZWF10AHSuhefcZqc.jpg,57
4154,Good Fellas Pizza & Pasta,4bfefa3e10899c74a06015c5,'pizza place',1041 Terra Nova Blvd,37.58314985,-122.4758,Pacifica,CA,7.9,1,"Dinner, Brunch & more",5,1,https://fastly.4sqi.net/img/general/300x500/1978203_bJHKCHvB25gEKElcOl3T6HTgKea0tTQDgiTbKOOC3Dw.jpg,13
4155,Colombo's Deli,4bf58b67493c2d7fced54785,'deli / bodega',484 Manor Plz,37.64978093,-122.4919314,Pacifica,CA,7.9,2,Brunch & Lunch,0,1,https://fastly.4sqi.net/img/general/300x500/110500_rPdrJy_0ghr1Un-gs7zcAD-kP8pvwrRMlyjyRrTuNtk.jpg,38
4156,Five Guys,53bddfac498ef0742664ea1a,'burger joint',2278 Westborough Blvd,37.64484362,-122.452964,South San Francisco,CA,8.0,1,Lunch & Dinner,0,1,https://fastly.4sqi.net/img/general/300x500/22607_udRQnEXF8qyaTL1SdGrV3OYuqihGpp1VWbcmtPW9UAk.jpg,34
4157,Chibog,5157334ee4b034f6ddd6385f,'filipino restaurant',2055 Gellert Blvd Ste 5,37.65023033,-122.4537697,Daly City,CA,8.2,2,"Dinner, Lunch & more",9,1,https://fastly.4sqi.net/img/general/300x500/4236385_DgB3eMwEJIvTt3C8OJM4Q2WbUVBMmVMFa6dGLW1lY_I.jpg,66
4158,In-N-Out Burger,597a5e6a286fda49e34821c4,'burger joint',372 Gellert Blvd,37.66592301,-122.46910079999999,Daly City,CA,9.0,1,Lunch & Dinner,0,1,https://fastly.4sqi.net/img/general/300x500/16682572_D1z7SccEY-0zryWZb8He3LokWSFg5SswJRa4-gjR-jk.jpg,66
4159,Taqueria La Mordida,4f615073e4b0f9d47674c329,'mexican restaurant',"535 Oceana Blvd, Pacifica, CA 94044",37.64871176,-122.49044369999999,Pacifica,CA,7.7,2,"Dinner, Lunch & more",4,1,https://fastly.4sqi.net/img/general/300x500/QyFVqVyv-RhMUh9Qmer0r4l27YRJdXARXJEbr79C8PE.jpg,25
4160,8 Sushi,4d27ea55f7a9224b5634f09f,'japanese restaurant',2470 Skyline Dr,37.64637553,-122.4714783,Pacifica,CA,7.6,2,"Happy Hour, Brunch & more",9,1,https://fastly.4sqi.net/img/general/300x500/4787454_8Phzos3b_eSN3AOv--lSdfgRiyaVbCT3cC8HjttN8fk.jpg,17
4161,El Tesoro Taqueria & Grill,5823e749cf09bf7b058e1c2a,'mexican restaurant',2268 Westborough Blvd #3,37.64520933,-122.45216529999999,South San Francisco,CA,7.9,1,"Dinner, Breakfast & more",4,1,https://fastly.4sqi.net/img/general/300x500/428442341_rm0RK74ulgMxkS5-Zn-iFFxi_maqA4DRpQlsSd8GAZg.jpg,10
4162,Toast Deli,4cb9f498035d236a004bd74e,'restaurant',950 King Plz #125,37.65174482,-122.46781409999998,Daly City,CA,7.8,2,"Dinner, Lunch & more",,3,https://fastly.4sqi.net/img/general/300x500/EHGQMRRBQSWSICEOQQNV0YK3TP4HJLEVFJAD5AILEDSRWIDL.jpg,11
4163,House of Silvanas Bakeshop,4b3a825ef964a520f96825e3,'bakery',2055 Gellert Blvd #3,37.650113399999995,-122.45391869999999,Daly City,CA,8.0,1,"Dessert, Lunch & more",1,1,https://fastly.4sqi.net/img/general/300x500/5049649_dkalRXnq7li8zs1ALOqaBjUMTX4QcuY_0T5U_NAFQGk.jpg,16
4164,Ocean Fish Sushi & Grill,4b56821df964a5205f1328e3,'sushi restaurant',455 Oceana Blvd,37.64962989,-122.4903751,Pacifica,CA,7.6,2,Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/4787454_bsovCNW-WMibRgrqbWGn8EnV4EkvQYEPMjB1EO0z204.jpg,24
4165,Paris Baguette,544bd41d498e062a21edf21c,'bakery',2278 Westborough Blvd,37.64483388,-122.45271129999999,South San Francisco,CA,7.8,1,"Dessert, Breakfast & more",1,1,https://fastly.4sqi.net/img/general/300x500/36452693_dGkNV5gRlNw_aXBCuXwwYfNnkJyGFKXvhjLNPzKa3WM.jpg,79
4166,Guerrero's Taqueria #2,522f72b511d219f2ae04446b,'taco place',713 Hickey Blvd,37.66079383,-122.4783165,Pacifica,CA,7.9,1,"Dinner, Lunch & more",4,1,https://fastly.4sqi.net/img/general/300x500/414884617_Tf3X10ywmeQxZUjyGKIxicRe2OjMNi5xz5ZOi5DyA3w.jpg,12
4167,Rice N Roll,4b2bff08f964a52040bf24e3,'chinese restaurant',683 Manor Dr,37.6460796,-122.4717048,Pacifica,CA,7.5,1,Lunch & Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/45690080__-weDZJ45xerEch84rjCQoONJmN4JKsp7FO5ZEub_aY.jpg,17
4168,Koi Palace ??????? (Koi Palace),45e96fc3f964a5207d431fe3,'dim sum restaurant',365 Gellert Blvd,37.66612403,-122.46671140000001,Daly City,CA,8.5,2,"Dinner, Lunch & more",9,1,https://fastly.4sqi.net/img/general/300x500/1453452_m8Unee9KwOvDUprNRiCaPQfqXhOZRYYdk1wlRwbRscs.jpg,405
4169,Camelot Fish & Chips,47fe181cf964a520e34e1fe3,'fish & chips shop',70 W Manor Dr,37.64927751,-122.49194409999998,Pacifica,CA,7.5,2,"Dinner, Lunch & more",6,1,https://fastly.4sqi.net/img/general/300x500/60334593_w6s7Qax3Fb6cLvqdhK5EjpEiuVSmyYFdu1SNCcgDsF0.jpg,47
4170,American Sushi House,4b5f5712f964a520f7b429e3,'japanese restaurant',761 Hickey Blvd,37.66137066,-122.4787233,Pacifica,CA,7.9,2,Lunch & Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/O7_y3B2rpijtvhbRJ2NLbM53e6EL_4H69DstKnoYWG8.jpg,18
4171,Bonchon Chicken,542862ec498ef4e6e79da683,'korean restaurant',2278 Westborough Blvd Ste 208,37.64506503,-122.4523409,South San Francisco,CA,7.5,2,Lunch & Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/1402568_cFfQCaEvEcYGYEigwsuf-egRYDorujqo5zOY_ybnik0.jpg,55
4172,White Elephant Restaurant,49f623abf964a5200d6c1fe3,'thai restaurant',146 Hazelwood Dr,37.64207726,-122.4265538,South San Francisco,CA,8.1,2,Lunch & Dinner,9,1,https://fastly.4sqi.net/img/general/300x500/21512521_PObhKUuJzwf_bJy8hlDyQx-c_J_q77fKElIraFRra1Y.jpg,46
4173,Los Cuates Taqueria,5026e597e4b023558791c8f5,'mexican restaurant',140 Hazelwood Dr,37.64218569,-122.42653729999999,South San Francisco,CA,8.1,1,,4,1,https://fastly.4sqi.net/img/general/300x500/446638611_JIasg2Y2f7__tafdQe0Z-cqAgCWqWRA-LOYQMaK3A2I.jpg,14
4174,Tai Yuan Seafood Restaurant,540b69dd498eb9ea5b673ec9,'dim sum restaurant',950 King Plz,37.65113754,-122.4684091,Daly City,CA,7.5,2,"Dinner, Lunch & more",9,1,https://fastly.4sqi.net/img/general/300x500/653570_e8haBrEDNm04_VJIzdmyMPqBN0rQy41ZAwy0wqoBbVY.jpg,19
4175,Happy Myanmar Café,578323ec498eb36d8797c30d,'burmese restaurant',2025 Gellert Blvd,37.65025088,-122.4543938,Daly City,CA,7.5,na,"Dinner, Lunch & more",9,1,https://fastly.4sqi.net/img/general/300x500/8200695_JQAdiw1qLaRu1Qho-AUlKdSZPw6ey7qAsn7ozu5JItk.jpg,8
